region,region_code,district,focl_name,focl_id
Костромская,44,Чухломский,с. Введенское,1797
Костромская,44,Чухломский,п. Якша,1798
Костромская,44,Чухломский,п. Вига,1799
Костромская,44,Кадыйский,с. Столпино,1805
Костромская,44,Вохомский,с. Спас,1824
Костромская,44,Вохомский,п. Талица,1825
Костромская,44,Октябрьский,д. Забегаево,1826
Костромская,44,Шарьинский,п. Варакинский,1828
Костромская,44,Шарьинский,д. Конёво,1829
